Domain,Have_HTTPS,Have_At,URL_Length,URL_Depth,Redirection,http_https_Domain,Prefix_Suffix,SubDomainCount,DNS_Record,AgeOfDomain,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Google_Index,Favicon,CopyRightSymbol,CopyRightYear,Domain_Around_CopyRight,LinkRatio,SSL_Domain_Name,Submit_Handler,FormMail,NonStandardPort,SubPagesCount,IndexPagesCount,MLSTagsRatio,Anchor_URL,RequestUrl,Empty_Link,visibilityMode,Label
https://uiriocabrabrazzz.blogspot.com/,0,0,38,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,2,0,1,0.97561,0.916667,0,0,1
https://passandbrazzz.blogspot.com/,0,0,35,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,1,0.963636,0.9375,0,0,1
https://sign-yk0l80apc14ry8e3vqfrwjrmjdyvpj80ik115aan.website.yandexcloud.net/,0,0,78,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
https://authdigiitale.firebaseapp.com/,0,0,38,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1
https://lsdtsauncarref.firebaseapp.com/,0,0,39,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
https://app-br-portal-delicias.blogspot.com/?gclid=EAIaIQobChMIzKHVgO_r-wIVBY7ICh3KuQnwEAAYASAAEgL4xvD_BwE,0,0,106,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0.833333,0,0,1
https://app-br-portal-delicias.blogspot.com/?gclid=EAIaIQobChMI97_ugu_r-wIVi4XICh02DwdWEAAYASAAEgK9yPD_BwE,0,0,106,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0.833333,0,0,1
https://app-br-portal-delicias.blogspot.com/?gclid=EAIaIQobChMIzszPge_r-wIVQeHICh3fdwwaEAAYASAAEgKgrvD_BwE,0,0,106,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0.833333,0,0,1
https://app-br-portal-delicias.blogspot.com/?gclid=EAIaIQobChMIyZrSgO_r-wIV0EFIAB2B2wb_EAAYASAAEgICpvD_BwE,0,0,106,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0.833333,0,0,1
https://app-br-portal-delicias.blogspot.com/?gclid=EAIaIQobChMI79Opg-_r-wIVhtrICh0zdAopEAAYASAAEgLy7fD_BwE,0,0,106,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0.833333,0,0,1
